/home/autospider/Desktop/tasks/task2/dataset/images/154.jpg,130,4,168,54,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/508.jpg,226,90,231,97,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/17.jpg,216,144,224,149,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/243.jpg,29,35,44,52,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/251.jpg,273,89,300,134,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/358.jpg,111,106,130,127,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/499.jpg,112,41,131,63,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/510.jpg,55,0,99,38,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/342.jpg,114,120,120,127,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/225.jpg,117,17,197,130,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/591.jpg,104,70,111,79,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/164.jpg,177,100,199,125,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/84.jpg,193,59,207,77,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/269.jpg,232,37,244,47,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/228.jpg,196,46,226,71,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/79.jpg,191,65,204,82,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/523.jpg,189,31,240,86,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/486.jpg,93,68,118,90,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/506.jpg,1,72,12,81,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/176.jpg,95,32,110,51,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/604.jpg,613,87,638,111,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/111.jpg,69,66,82,77,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/118.jpg,99,104,110,119,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/203.jpg,129,112,140,126,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/286.jpg,80,122,113,160,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/269.jpg,284,27,299,38,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/108.jpg,145,64,175,92,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/6.jpg,360,94,404,144,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/501.jpg,135,33,148,57,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/34.jpg,717,371,870,550,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/129.jpg,241,39,264,71,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/209.jpg,99,10,120,34,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/161.jpg,209,34,225,54,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/274.jpg,200,52,214,71,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/554.jpg,92,12,138,63,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/24.jpg,413,56,513,192,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/203.jpg,50,123,74,156,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/428.jpg,111,155,120,166,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/562.jpg,127,67,143,89,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/2.jpg,406,174,414,185,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/417.jpg,38,113,44,121,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/176.jpg,47,24,58,37,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/175.jpg,207,34,261,91,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/43.jpg,421,85,513,206,has_safety_helmet & mask
/home/autospider/Desktop/tasks/task2/dataset/images/490.jpg,52,55,82,93,has_safety_helmet & mask
